"sentence_id","token_id","class","before","after"
23,17,"PUNCT",".","."
24,0,"PLAIN","It","It"
24,1,"PLAIN","debuted","debuted"
24,2,"PLAIN","at","at"
24,3,"VERBATIM","#","number"
24,4,"CARDINAL","3","three"
24,5,"PLAIN","on","on"
24,6,"PLAIN","the","the"
24,7,"PLAIN","Gaon","Gaon"
24,8,"PLAIN","Singles","Singles"
24,9,"PLAIN","Chart","Chart"
24,10,"PUNCT",".","."
25,0,"PLAIN","Tropical","Tropical"
25,1,"PLAIN","Depression","Depression"
25,2,"PLAIN","Two","Two"
25,3,"PLAIN","was","was"
25,4,"PLAIN","upgraded","upgraded"
25,5,"PLAIN","into","into"
25,6,"PLAIN","a","a"
25,7,"PLAIN","tropical","tropical"
25,8,"PLAIN","storm","storm"
25,9,"PLAIN","in","in"
25,10,"PLAIN","post","post"
25,11,"PLAIN","season","season"
25,12,"PLAIN","analysis","analysis"
25,13,"PUNCT",",",","
25,14,"PLAIN","and","and"
25,15,"PLAIN","as","as"
25,16,"PLAIN","a","a"
25,17,"PLAIN","result","result"
25,18,"PLAIN","has","has"
25,19,"PLAIN","no","no"
25,20,"PLAIN","name","name"
25,21,"PUNCT",".","."
26,0,"PUNCT","""",""""
26,1,"PLAIN","Loma","Loma"
26,2,"PLAIN","Prieta","Prieta"
26,3,"PLAIN","Announce","Announce"
26,4,"PUNCT","'","'"
26,5,"PLAIN","Self","Self"
26,6,"PLAIN","Portrait","Portrait"
26,7,"PUNCT","'","'"
26,8,"LETTERS","LP","l p"
26,9,"PLAIN","for","for"
26,10,"PLAIN","Deathwish","Deathwish"
26,11,"PLAIN","inc","inc"
26,12,"PUNCT","""",""""
26,13,"PUNCT",".","."
27,0,"PLAIN","When","When"
27,1,"PLAIN","air","air"
27,2,"PLAIN","and","and"
27,3,"PLAIN","fluid","fluid"
27,4,"PLAIN","mix","mix"
27,5,"PLAIN","together","together"
27,6,"PLAIN","in","in"
27,7,"PLAIN","the","the"
27,8,"PLAIN","pericardial","pericardial"
27,9,"PLAIN","sac","sac"
27,10,"PUNCT",",",","
27,11,"PLAIN","a","a"
27,12,"PLAIN","tinkling","tinkling"
27,13,"PLAIN","sound","sound"
27,14,"PLAIN","superimposed","superimposed"
27,15,"PLAIN","over","over"
27,16,"PLAIN","a","a"
27,17,"PLAIN","succussion","succussion"
27,18,"PLAIN","splash","splash"
27,19,"PLAIN","is","is"
27,20,"PLAIN","heard","heard"
27,21,"PUNCT",".","."
28,0,"PLAIN","The","The"
28,1,"PLAIN","single","single"
28,2,"PLAIN","descriptive","descriptive"
28,3,"PLAIN","words","words"
28,4,"PLAIN","are","are"
28,5,"PLAIN","as","as"
28,6,"PLAIN","follows","follows"
28,7,"PUNCT",":",":"
28,8,"PLAIN","Excellent","Excellent"
28,9,"PUNCT",",",","
28,10,"PLAIN","Very","Very"
28,11,"PLAIN","Good","Good"
28,12,"PUNCT",",",","
28,13,"PLAIN","Good","Good"
28,14,"PUNCT",",",","
28,15,"PLAIN","Fair","Fair"
28,16,"PUNCT",",",","
28,17,"PLAIN","and","and"
28,18,"PLAIN","Poor","Poor"
28,19,"PUNCT",".","."
29,0,"PLAIN","Retrieved","Retrieved"
29,1,"PLAIN","on","on"
29,2,"DATE","November 4, 2014","november fourth twenty fourteen"
29,3,"PUNCT",".","."
30,0,"PLAIN","She","She"
30,1,"PLAIN","received","received"
30,2,"PLAIN","her","her"
30,3,"PLAIN","law","law"
30,4,"PLAIN","degree","degree"
30,5,"PLAIN","from","from"
30,6,"PLAIN","the","the"
30,7,"PLAIN","University","University"
30,8,"PLAIN","of","of"
30,9,"PLAIN","Southern","Southern"
30,10,"PLAIN","California","California"
30,11,"PLAIN","in","in"
30,12,"DATE","1916","nineteen sixteen"
30,13,"PLAIN","and","and"
30,14,"PLAIN","an","an"
30,15,"PLAIN","LL","LL"
30,16,"PUNCT",".","."
30,17,"PLAIN","M","M"
30,18,"PUNCT",".","."
30,19,"PLAIN","a","a"
30,20,"PLAIN","year","year"
30,21,"PLAIN","later","later"
30,22,"PUNCT",".","."
31,0,"PLAIN","Herry","Herry"
31,1,"PLAIN","was","was"
31,2,"PLAIN","born","born"
31,3,"PLAIN","in","in"
31,4,"PLAIN","Banda","Banda"
31,5,"LETTERS","Aceh","a c e h"
31,6,"PUNCT",",",","
31,7,"LETTERS","Aceh","a c e h"
31,8,"PLAIN","from","from"
31,9,"PLAIN","a","a"
31,10,"PLAIN","Sundanese","Sundanese"
31,11,"PLAIN","descendant","descendant"
31,12,"PUNCT",".","."
32,0,"PLAIN","He","He"
32,1,"PLAIN","urged","urged"
32,2,"PLAIN","all","all"
32,3,"PLAIN","political","political"
32,4,"PLAIN","parties","parties"
32,5,"PLAIN","to","to"
32,6,"PLAIN","protest","protest"
32,7,"PLAIN","the","the"
32,8,"PLAIN","Indian","Indian"
32,9,"PLAIN","project","project"
32,10,"PUNCT",".","."
33,0,"PLAIN","He","He"
33,1,"PLAIN","helped","helped"
33,2,"PLAIN","his","his"
33,3,"PLAIN","club","club"
33,4,"PLAIN","to","to"
33,5,"PLAIN","be","be"
33,6,"PLAIN","champion","champion"
33,7,"PLAIN","of","of"
33,8,"PLAIN","Galatama","Galatama"
33,9,"PLAIN","for","for"
33,10,"CARDINAL","4","four"
33,11,"PLAIN","consecutive","consecutive"
33,12,"PLAIN","years","years"
33,13,"PUNCT",".","."
34,0,"PLAIN","In","In"
34,1,"PLAIN","the","the"
34,2,"DATE","1982","nineteen eighty two"
34,3,"PLAIN","championship","championship"
34,4,"PUNCT",",",","
34,5,"PLAIN","Brock","Brock"
34,6,"PLAIN","came","came"
34,7,"PLAIN","up","up"
34,8,"PLAIN","against","against"
34,9,"PLAIN","Jones","Jones"
34,10,"PLAIN","in","in"
34,11,"PLAIN","a","a"
34,12,"PLAIN","well","well"
34,13,"PLAIN","sorted","sorted"
34,14,"PUNCT",",",","
34,15,"PLAIN","and","and"
34,16,"PLAIN","slightly","slightly"
34,17,"PLAIN","more","more"
34,18,"PLAIN","powerful","powerful"
34,19,"PLAIN","Porsche","Porsche"
34,20,"CARDINAL","935","nine hundred thirty five"
34,21,"PLAIN","turbo","turbo"
34,22,"PUNCT",".","."
35,0,"PUNCT","""",""""
35,1,"PLAIN","LaBarque","LaBarque"
35,2,"PLAIN","Creek","Creek"
35,3,"PLAIN","Conservation","Conservation"
35,4,"PLAIN","Area","Area"
35,5,"PUNCT","(","("
35,6,"PLAIN","map","map"
35,7,"PUNCT",")",")"
35,8,"PUNCT","""",""""
35,9,"PUNCT",".","."
36,0,"PLAIN","Retrieved","Retrieved"
36,1,"DATE","7 December 2015","the seventh of december twenty fifteen"
36,2,"PUNCT",".","."
37,0,"PUNCT","""",""""
37,1,"PLAIN","Manga","Manga"
37,2,"PLAIN","Minis","Minis"
37,3,"PUNCT",",",","
37,4,"DATE","11/17/09","november seventeenth o nine"
37,5,"PUNCT","""",""""
37,6,"PUNCT",".","."
38,0,"PUNCT","""",""""
38,1,"PLAIN","The","The"
38,2,"PLAIN","Pines","Pines"
38,3,"PUNCT","(","("
38,4,"CARDINAL","1065520","one million sixty five thousand five hundred twenty"
38,5,"PUNCT",")",")"
38,6,"PUNCT","""",""""
38,7,"PUNCT",".","."
39,0,"PLAIN","Chang","Chang"
39,1,"PLAIN","was","was"
39,2,"PLAIN","born","born"
39,3,"PLAIN","in","in"
39,4,"PLAIN","Canton","Canton"
39,5,"PUNCT",",",","
39,6,"PLAIN","part","part"
39,7,"PLAIN","of","of"
39,8,"PLAIN","a","a"
39,9,"PLAIN","wealthy","wealthy"
39,10,"PLAIN","mercantile","mercantile"
39,11,"PLAIN","family","family"
39,12,"PLAIN","with","with"
39,13,"PLAIN","interests","interests"
39,14,"PLAIN","in","in"
39,15,"PLAIN","Hong","Hong"
39,16,"PLAIN","Kong","Kong"
39,17,"PLAIN","and","and"
39,18,"PLAIN","Shanghai","Shanghai"
39,19,"PUNCT",".","."
40,0,"PLAIN","Mahwah","Mahwah"
40,1,"PUNCT",",",","
40,2,"LETTERS","NJ","n j"
40,3,"PUNCT",":",":"
40,4,"PLAIN","Lawrence","Lawrence"
40,5,"PLAIN","Erlbaum","Erlbaum"
40,6,"PLAIN","Associates","Associates"
40,7,"PUNCT",",",","
40,8,"PLAIN","publishersPremack","publishersPremack"
40,9,"PUNCT",",",","
40,10,"PLAIN","David","David"
40,11,"PUNCT",".","."
41,0,"DATE","August 16, 2005","august sixteenth two thousand five"
41,1,"PUNCT",".","."
42,0,"PLAIN","Francisca","Francisca"
42,1,"PLAIN","Josefa","Josefa"
42,2,"PLAIN","had","had"
42,3,"PLAIN","three","three"
42,4,"PLAIN","siblings","siblings"
42,5,"PLAIN","whose","whose"
42,6,"PLAIN","names","names"
42,7,"PLAIN","were","were"
42,8,"PLAIN","Catalina","Catalina"
42,9,"PLAIN","and","and"
42,10,"PLAIN","Pedro","Pedro"
42,11,"PLAIN","Antonio","Antonio"
42,12,"PLAIN","Diego","Diego"
42,13,"PUNCT",".","."
43,0,"PLAIN","The","The"
43,1,"PLAIN","naturally","naturally"
43,2,"PLAIN","occurring","occurring"
43,3,"PLAIN","mineral","mineral"
43,4,"PLAIN","anglesite","anglesite"
43,5,"PUNCT",",",","
43,6,"PLAIN","PbSO4","lead two sulphate"
43,7,"PUNCT",",",","
43,8,"PLAIN","occurs","occurs"
43,9,"PLAIN","as","as"
43,10,"PLAIN","an","an"
43,11,"PLAIN","oxidation","oxidation"
43,12,"PLAIN","product","product"
43,13,"PLAIN","of","of"
43,14,"PLAIN","primary","primary"
43,15,"PLAIN","lead","lead"
43,16,"PLAIN","sulfide","sulfide"
43,17,"PLAIN","ore","ore"
43,18,"PUNCT",",",","
43,19,"PLAIN","galena","galena"
43,20,"PUNCT",".","."
44,0,"PLAIN","Thus","Thus"
44,1,"PUNCT",",",","
44,2,"PLAIN","during","during"
44,3,"PLAIN","the","the"
44,4,"PLAIN","years","years"
44,5,"DATE","1573","fifteen seventy three"
44,6,"PLAIN","-","to"
44,7,"DATE","1595","fifteen ninety five"
44,8,"PLAIN","they","they"
44,9,"PLAIN","rebuilt","rebuilt"
44,10,"PLAIN","the","the"
44,11,"PLAIN","old","old"
44,12,"PLAIN","castle","castle"
44,13,"PUNCT",",",","
44,14,"PLAIN","just","just"
44,15,"PLAIN","like","like"
44,16,"PLAIN","many","many"
44,17,"PLAIN","other","other"
44,18,"PLAIN","castles","castles"
44,19,"PLAIN","throughout","throughout"
44,20,"PLAIN","the","the"
44,21,"PLAIN","island","island"
44,22,"PUNCT",".","."
45,0,"PLAIN","Henry","Henry"
45,1,"PLAIN","moved","moved"
45,2,"PLAIN","in","in"
45,3,"PLAIN","with","with"
45,4,"PLAIN","Young","Young"
45,5,"PLAIN","at","at"
45,6,"PLAIN","Carrigoona","Carrigoona"
45,7,"PLAIN","Cottage","Cottage"
45,8,"PLAIN","in","in"
45,9,"DATE","1929","nineteen twenty nine"
45,10,"PUNCT",",",","
45,11,"PLAIN","building","building"
45,12,"PLAIN","a","a"
45,13,"PLAIN","studio","studio"
45,14,"PLAIN","there","there"
45,15,"PUNCT",".","."
46,0,"PLAIN","Caribbean","Caribbean"
46,1,"PLAIN","E","E"
46,2,"PLAIN","Magazine","Magazine"
46,3,"PUNCT",".","."
47,0,"PLAIN","Martha","Martha"
47,1,"PLAIN","is","is"
47,2,"PLAIN","concerned","concerned"
47,3,"PUNCT",",",","
47,4,"PLAIN","as","as"
47,5,"PLAIN","the","the"
47,6,"PLAIN","Doctor","Doctor"
47,7,"PLAIN","did","did"
47,8,"PLAIN","not","not"
47,9,"PLAIN","instruct","instruct"
47,10,"PLAIN","her","her"
47,11,"PLAIN","on","on"
47,12,"PLAIN","what","what"
47,13,"PLAIN","to","to"
47,14,"PLAIN","do","do"
47,15,"PLAIN","should","should"
47,16,"PLAIN","he","he"
47,17,"PLAIN","fall","fall"
47,18,"PLAIN","in","in"
47,19,"PLAIN","love","love"
47,20,"PUNCT",".","."
48,0,"PLAIN","The","The"
48,1,"PLAIN","line","line"
48,2,"PLAIN","will","will"
48,3,"PLAIN","be","be"
48,4,"PLAIN","underground","underground"
48,5,"PLAIN","from","from"
48,6,"PLAIN","north","north"
48,7,"PLAIN","to","to"
48,8,"PLAIN","south","south"
48,9,"PUNCT",",",","
48,10,"PLAIN","serving","serving"
48,11,"PLAIN","a","a"
48,12,"PLAIN","section","section"
48,13,"PLAIN","of","of"
48,14,"PLAIN","the","the"
48,15,"PLAIN","city","city"
48,16,"PLAIN","with","with"
48,17,"PLAIN","high","high"
48,18,"PLAIN","ridership","ridership"
48,19,"PLAIN","potential","potential"
48,20,"PUNCT",".","."
49,0,"PLAIN","Young","Young"
49,1,"PLAIN","went","went"
49,2,"PLAIN","on","on"
49,3,"PLAIN","to","to"
49,4,"PLAIN","hold","hold"
49,5,"PLAIN","her","her"
49,6,"PLAIN","first","first"
49,7,"PLAIN","solo","solo"
49,8,"PLAIN","exhibition","exhibition"
49,9,"PLAIN","in","in"
49,10,"DATE","1933","nineteen thirty three"
49,11,"PLAIN","at","at"
49,12,"PLAIN","the","the"
49,13,"PLAIN","Country","Country"
49,14,"PLAIN","Shop","Shop"
49,15,"PUNCT",",",","
49,16,"PLAIN","st","saint"
49,17,"PLAIN","Stephen's","Stephen's"
49,18,"PLAIN","Green","Green"
49,19,"PUNCT",",",","
49,20,"PLAIN","Dublin","Dublin"
49,21,"PUNCT",".","."
